code	year	deaths	new	living
4	2000	1895.44354864	3591.20671755	2981.07639263	
4	2001	2106.33700446	3572.44580926	2995.63421459	
4	2002	2200.18951273	3573.65741569	3034.28530281	
4	2003	2218.87164503	3588.28635341	3085.09939444	
4	2004	2272.98455512	3618.98852036	3151.11225767	
4	2005	2337.10036764	3753.0064218	3608.2352621200002	
4	2006	2281.23982479	3894.00215172	3365.5415898500005	
4	2007	2038.10912251	4094.87165797	3338.82116494	
4	2008	1859.10032895	4343.82311606	3504.4687981700004	
4	2009	1802.63006542	4644.85575821	3893.4501808100003	
4	2010	1715.23524396	5038.49486745	4794.3250548099995	
4	2011	1643.68252908	4946.70774183	4935.073590510001	
4	2012	1693.52454563	4912.5480638	5185.29829194	
4	2013	1745.65978276	4894.22844508	5496.02597244	
4	2014	1836.17372388	4890.14131223	5874.3121383	
4	2015	1825.3533592	4899.47447795	6330.8415622600005	
4	2016	1820.1125292	4954.02193802	6965.06108385	
5	1990	2.03132678838	4.26177176831	3.8562280909099997	
5	1991	2.37866547434	4.27253901152	4.2140922955199995	
5	1992	2.71357804433	4.33970082694	4.690595362580001	
5	1993	3.02455493768	4.37846703704	5.19338573052	
5	1994	3.25952160353	4.31695802579	5.62683969323	
5	1995	3.39556123313	4.63820618594	6.16064367731	
5	1996	3.42432095844	3.99423702149	4.98064245005	
5	1997	3.24541850093	3.89813951048	4.210255177980001	
5	1998	2.92853024944	3.81868223795	3.5778951678200004	
5	1999	2.54642182116	3.73401379625	3.0409760079000003	
5	2000	2.18776855609	3.71687169681	7.365090112110001	
5	2001	1.80409040611	3.85352077732	7.2454333397	
5	2002	1.45313319772	4.13093935647	7.47247422685	
5	2003	1.32349024196	4.59407770282	8.01192808333	
5	2004	1.31013100388	5.24368653914	8.83997774392	
5	2005	1.29875532754	5.95028055626	9.849975411880001	
5	2006	1.30445227311	5.74193933787	10.2459452805	
5	2007	1.32817264377	5.50932037484	10.4675616061	
5	2008	1.34673240941	5.33265767627	10.9274467992	
5	2009	1.36024424607	5.13434269438	11.363821856400001	
5	2010	1.37550691423	4.98977348215	12.057125107300001	
5	2011	1.39805786496	4.8256022291	11.921810847300002	
5	2012	1.4053849903	4.73067769756	12.1030229972	
5	2013	1.40492723362	4.64479983543	12.3104332371	
5	2014	1.39891288472	4.56801433313	12.545593507700001	
5	2015	1.38554883092	4.50014298764	12.8097743026	
5	2016	1.35136700118	4.56778030809	13.4128911775	
6	1990	850.983794515	5233.90440532	2228.33734418	
6	1991	1095.03714513	5914.93876727	2578.33019117	
6	1992	1397.07876951	6789.98847851	3049.45096275	
6	1993	1749.94136319	7844.27815668	3633.2929073200003	
6	1994	2146.30950261	9105.19687676	4354.74211105	
6	1995	2592.34140201	10653.2397603	5317.65668234	
6	1996	3074.79038783	11523.5697378	5931.74153492	
6	1997	3606.89214615	12535.8924721	6665.3438119600005	
6	1998	4188.45916679	13669.1785955	7517.558262820001	
6	1999	4826.21914594	14955.1506612	8517.57588278	
6	2000	5516.57407212	16486.8582687	9837.52336388	
6	2001	6242.13728053	17127.4996668	10590.426786700002	
6	2002	7017.91739374	18090.517793	11523.219560500002	
6	2003	7829.68990654	19160.4260042	12577.9334108	
6	2004	8654.77227514	20329.7217503	13759.213002800003	
6	2005	9450.72579696	21635.5615251	15261.3154274	
6	2006	10027.2905371	22054.4998055	15836.061836	
6	2007	10300.2942801	22492.2952108	16495.6072306	
6	2008	10625.4471291	23025.873323	17375.8664172	
6	2009	10891.2715124	23630.8140625	18609.0363373	
6	2010	11143.0893063	24343.9942713	21079.8753776	
6	2011	11421.1776665	23011.4093665	21344.4482338	
6	2012	11764.2526344	21866.985859	21849.7760958	
6	2013	11798.495581	20855.3974339	22589.2610596	
6	2014	11231.7399091	19950.0684817	23603.6055927	
6	2015	10707.1544574	19128.7353396	24951.198001200002	
6	2016	10198.7806056	18398.9280671	26754.9280376	
7	1990	2.53258293305	12.5231277045	4.56652788704	
7	1991	2.97807678459	12.7891677068	5.21148444408	
7	1992	4.75581455911	13.5330149155	6.16492296054	
7	1993	6.41060007039	14.4112716841	7.35658562277	
7	1994	8.07305771047	15.4169559633	8.83538583877	
7	1995	7.79025253536	16.7142094415	10.7798237839	
7	1996	9.32214070635	15.8437773308	11.3931936945	
7	1997	7.31486360648	15.1090901628	12.1045140826	
7	1998	7.47264572527	14.3863847336	12.857121638500002	
7	1999	11.7875907766	13.7011656153	13.6761730194	
7	2000	18.5863215859	13.8223782534	15.237349486500001	
7	2001	15.932228867	11.7219134999	14.6387555981	
7	2002	15.0218051524	10.09428097	14.240064736900003	
7	2003	13.0165949685	8.73796320909	13.895168944200002	
7	2004	12.9226821826	7.59400302204	13.6049256886	
7	2005	10.2506999386	6.70292102739	13.501582555799999	
7	2006	12.0794414534	7.06566165707	12.908259324100001	
7	2007	9.68187437181	7.42742615656	12.263599215100001	
7	2008	8.76446401615	7.8897029097	11.761045518500001	
7	2009	8.19980629265	8.41481279671	11.300457187000001	
7	2010	9.12904889325	9.06766255048	11.0455108387	
7	2011	9.09469987716	9.09911300637	10.521133432100001	
7	2012	8.85455954705	9.26606968066	10.274086979400002	
7	2013	8.30848124151	9.4965711924	10.088542447800002	
7	2014	10.1512726638	9.78625584228	9.99814495618	
7	2015	8.75520830951	10.1289723359	10.099023050500001	
7	2016	8.36768407662	10.7395866043	10.8825429446	
8	1990	609.631612256	6029.06785135	2916.21863457	
8	1991	705.764419881	5827.81809113	3167.6845369000002	
8	1992	943.418964704	5770.99893808	3532.49199514	
8	1993	1062.64948996	5748.58691963	3971.3603825500004	
8	1994	1386.60861882	5754.69038728	4498.01459157	
8	1995	1679.01879986	5979.85014893	5338.60570659	
8	1996	1901.70724924	6027.82400535	5403.49070688	
8	1997	2015.63001833	6117.93756122	5549.46720402	
8	1998	1860.73038714	6228.73933801	5761.923488570001	
8	1999	1683.03902763	6352.90225588	6065.28436418	
8	2000	1687.67438599	6516.41957191	7850.28941578	
8	2001	1685.42949008	6556.1086397	8165.01802238	
8	2002	1761.95652064	6600.01622564	8544.23510553	
8	2003	1818.26954426	6644.50534671	8981.30161212	
8	2004	1692.5135104	6694.65385678	9488.58513105	
8	2005	1562.39039254	6783.46757434	10163.591540300002	
8	2006	1624.12221875	6948.35066665	10446.416711400001	
8	2007	1625.06751769	7157.18540044	10818.3511029	
8	2008	1609.10865349	7388.97853098	11267.063135800001	
8	2009	1619.28066119	7637.20436866	11793.0765403	
8	2010	1544.68194375	7914.45807712	12449.459832600001	
8	2011	1471.91936325	7898.35588804	12772.3734019	
8	2012	1615.36331231	7916.15519376	13167.492110400002	
8	2013	1631.40295475	7944.59769295	13620.652362200002	
8	2014	1652.51970372	7985.48475319	14139.975402200002	
8	2015	1642.13720635	8039.31577093	14734.5480408	
8	2016	1610.64481299	8111.58917715	15422.458411200001	
9	1990	2.02314449452	2.15111475702	1.3408206618	
9	1991	2.01077523366	2.62763831364	1.4731396953100002	
9	1992	1.93532213684	3.27087646974	1.64331079786	
9	1993	1.87961860814	4.12143060622	1.8652600868200002	
9	1994	1.79977216139	5.29663098337	2.16839216435	
9	1995	1.74938849142	7.68367367224	2.95903629998	
9	1996	1.69347044702	9.07205956609	3.42807365949	
9	1997	1.63775738527	11.0940771316	4.08636433258	
9	1998	1.59960970377	13.8014179116	4.9899022428	
9	1999	1.55236073629	17.4487646342	6.230520274	
9	2000	1.53091033556	22.4607086986	8.17390005352	
9	2001	1.52857579133	23.7284798861	9.44717994882	
9	2002	1.53446980839	25.3527388443	11.039459221900001	
9	2003	1.5372781705	27.2961533297	13.0006689398	
9	2004	3.18012416325	29.5937421944	15.4207268721	
9	2005	5.31093213055	32.4598596396	19.4487802937	
9	2006	13.3079724947	34.0430407992	18.008240117400003	
9	2007	9.90953506228	37.4141620837	18.1640441287	
9	2008	17.979978528	41.646996766	19.4166249782	
9	2009	18.9539030967	46.9323966807	22.3457629508	
9	2010	16.4940737397	53.8205486286	35.4247667226	
9	2011	15.169263292	54.6811430805	36.473799244700004	
9	2012	27.9609746275	58.0034525215	39.674414039300004	
9	2013	24.8569955959	62.2696184853	44.120272227200005	
9	2014	36.6847318285	67.779753074	50.198624212	
9	2015	26.0766278402	74.8810245283	58.4494647697	
9	2016	23.7506784668	85.551482299	70.82126868210001	
4	1990	405.312272209	1008.3035852	1428.3579158900002	
4	1991	473.151196073	926.87132286	1387.9701375000002	
4	1992	523.571772396	883.580667446	1395.42327537	
4	1993	613.038923191	860.808569744	1433.06370076	
4	1994	567.315784859	860.975951499	1508.59672946	
4	1995	535.592508055	892.869276154	1638.1808745300002	
4	1996	529.907144702	869.632664684	1281.8568268400002	
4	1997	274.127319155	891.398350756	1059.8179574600001	
4	1998	201.5344842	948.421947994	908.8658924220001	
4	1999	193.595638372	1042.29568258	802.026666246	
4	2000	180.775982119	1192.41425566	2001.7544699400003	
4	2001	161.270230329	1195.19636642	2040.65241077	
4	2002	145.241418487	1216.70159281	2114.46107723	
4	2003	145.503166707	1250.55904291	2216.44862544	
4	2004	157.710572684	1295.34150084	2347.76096869	
4	2005	125.086269822	1386.45013999	2555.21436355	
4	2006	145.846731661	1316.47778457	2567.8486724100003	
4	2007	127.769200993	1306.02965997	2658.56274261	
4	2008	98.2997355647	1319.96209654	2788.0812752	
4	2009	106.699302807	1354.15612411	2955.24984475	
4	2010	100.82200318	1407.94325993	3168.5339057300002	
4	2011	108.395994841	1371.1686464	3236.5201928300003	
4	2012	87.3844781256	1367.80547213	3341.3910178700007	
4	2013	81.4192356937	1371.71102357	3464.0552468100004	
4	2014	80.9487030425	1381.28738049	3604.82268473	
4	2015	84.2415331303	1397.61992511	3766.2300789100004	
4	2016	83.0609199531	1432.87287487	3985.3899466800003	
10	1990	349.537140529	939.727099183	1260.49002907	
10	1991	410.337784526	850.001630769	1215.10244012	
10	1992	461.244521598	797.802479787	1218.00684666	
10	1993	555.697541523	764.879379428	1249.8072448000003	
10	1994	511.297657107	752.617941554	1316.65840036	
10	1995	476.570544935	768.68436053	1431.18915105	
10	1996	489.763201188	740.525040526	1105.69218107	
10	1997	239.308018858	755.616220435	908.636422392	
10	1998	183.904203425	804.704197499	778.6174479860001	
10	1999	171.153326716	888.881080333	689.2084848260001	
10	2000	159.711069462	1025.85939013	1745.6960585100003	
10	2001	143.95538827	1030.93198167	1777.85939586	
10	2002	131.456603396	1050.79991405	1838.66483279	
10	2003	132.785159161	1080.84847053	1922.94481156	
10	2004	142.183297309	1121.17375582	2033.2797638900001	
10	2005	111.132677982	1206.60111436	2215.68490747	
10	2006	127.535779182	1141.5146985	2218.33168687	
10	2007	114.016707544	1133.77918666	2296.38962063	
10	2008	88.4180183455	1148.63121165	2410.70733615	
10	2009	96.0322416561	1181.82632418	2559.5515928000004	
10	2010	85.7318574121	1232.85843417	2750.65512854	
10	2011	97.906487352	1202.62972245	2813.65256696	
10	2012	76.3987834535	1202.63388557	2909.4682447800005	
10	2013	71.0883809341	1207.29919476	3018.94074893	
10	2014	70.9341298457	1216.75586888	3143.72916053	
10	2015	74.5090993023	1231.40707488	3286.0843390000005	
10	2016	73.6907352941	1262.5358466	3481.0939112	
11	1990	67.7424550153	578.821499719	219.87804112600003	
11	1991	86.1737594374	592.937747068	255.001503875	
11	1992	132.82241047	622.918948578	304.555778018	
11	1993	144.4526957	654.91072982	365.746393898	
11	1994	174.348077704	688.482483254	441.329621797	
11	1995	158.66574638	769.325007127	583.569438748	
11	1996	113.467340858	783.729638363	539.314430283	
11	1997	63.0886330055	818.396248723	511.302146941	
11	1998	65.656688604	861.043463142	489.92251076900004	
11	1999	51.7088698045	913.075676887	474.81816718000005	
11	2000	44.7714442319	998.147595842	958.753852894	
11	2001	44.507206856	989.12583669	1000.02645323	
11	2002	50.9315186466	993.924770123	1072.33549228	
11	2003	48.1528355636	1001.40466115	1167.0126369400002	
11	2004	52.410838463	1012.52561391	1290.82915165	
11	2005	62.6152166	1033.08686134	1462.5406369800003	
11	2006	41.692932293	1002.34794158	1513.1185681200002	
11	2007	56.4749710129	979.92437359	1579.0242181	
11	2008	45.2975483238	965.111102891	1662.2872286900001	
11	2009	38.4902287974	955.587829947	1764.28749579	
11	2010	43.9602709488	958.691479828	1903.0065722600002	
11	2011	39.1335927452	929.666582047	1927.6737662100002	
11	2012	37.5331753002	918.406839548	1990.86070983	
11	2013	48.0867039985	913.276960968	2070.1792078400003	
11	2014	40.9040489612	914.271125123	2167.9674294600004	
11	2015	37.1864741658	917.410690511	2284.18038805	
11	2016	35.6086763925	929.605256312	2437.264247	
12	1990	17.7238212202	84.2026577981	43.1506514566	
12	1991	21.8705021962	89.6454160358	47.8566174544	
12	1992	26.4035149984	96.5786597642	53.491812116700004	
12	1993	31.3697813031	104.480525202	59.9866599233	
12	1994	36.6343261664	113.357592208	67.44222876740001	
12	1995	42.1942778721	123.463235489	76.1706354166	
12	1996	48.0125591737	130.096375561	83.69621432420001	
12	1997	54.0882686187	136.913209502	91.9763951996	
12	1998	60.6344350138	144.005335052	101.05228645400001	
12	1999	67.8125445502	151.781058499	111.333912434	
12	2000	75.6932329815	160.854362414	124.590925651	
12	2001	83.6851978764	155.181509567	128.269317954	
12	2002	91.2844686527	150.729882597	132.747360265	
12	2003	98.767699073	147.19409984	137.82307363	
12	2004	105.782000733	144.416050296	143.571581875	
12	2005	112.248667908	142.348698508	151.58545244	
12	2006	116.75516017	149.189021747	147.732914432	
12	2007	116.518875211	156.601706208	144.042538965	
12	2008	110.787211853	164.844889009	141.25406474	
12	2009	103.775596446	173.639131942	138.826686743	
12	2010	92.3741973222	185.162711489	183.263305974	
12	2011	74.14041777	199.410740036	176.076105294	
12	2012	56.8519839263	216.451262616	181.517607711	
12	2013	46.4125840232	235.6862914	196.108020699	
12	2014	39.7191219707	257.703144652	221.32633068300004	
12	2015	36.8169496749	282.975036825	259.826571826	
12	2016	37.0954713746	309.956760114	314.08207873500004	
13	1990	50.8740508617	247.363943945	113.833567729	
13	1991	71.3124226386	242.334061087	125.822620734	
13	1992	96.2946057228	240.240771958	140.899198515	
13	1993	129.566090939	239.82170868	159.16573769500002	
13	1994	161.532060271	241.513868111	181.821115911	
13	1995	167.005010904	249.071318188	214.47590272500003	
13	1996	200.934085742	228.877046402	206.080840555	
13	1997	171.738710671	217.091067786	205.584900403	
13	1998	169.272893739	208.950255505	208.337408775	
13	1999	242.39907531	204.298562315	214.747154689	
13	2000	251.672883571	206.462279316	229.23577819900004	
13	2001	252.629624107	194.253185299	201.245573589	
13	2002	224.475176479	186.916825517	182.014548192	
13	2003	196.614416613	182.756842996	167.26210786700003	
13	2004	185.28806373	181.03527198	155.79363718000002	
13	2005	152.115857732	184.133621712	236.14805522400002	
13	2006	173.982762442	177.103144196	230.755134465	
13	2007	137.616904695	171.145648663	230.730087849	
13	2008	131.168269352	166.572610721	238.36155366	
13	2009	128.31849431	163.28739302	252.95502180600002	
13	2010	123.745110133	161.677163287	276.706703217	
13	2011	124.443898719	158.780533108	275.497908867	
13	2012	120.77426548	158.485898138	281.634097779	
13	2013	114.695123942	158.88116322	290.061801389	
13	2014	116.541138371	159.645773057	300.39283701200003	
13	2015	115.217502484	160.610713435	312.569976925	
13	2016	111.461267044	162.583446114	328.844515431	
14	1990	2.50436711471	9.1081413602	5.06330937451	
14	1991	2.97406783924	9.07768609879	5.454555591630001	
14	1992	3.48089993537	9.1254373785	5.927871464580001	
14	1993	4.01966937771	9.21628201835	6.47973295396	
14	1994	4.57816158395	9.34716715763	7.1219890800700005	
14	1995	5.1443526894	9.54086030095	7.93870534126	
14	1996	5.62483327685	9.41783828134	8.115407566070001	
14	1997	6.09778887868	9.3981253854	8.38463932751	
14	1998	6.55540672469	9.43718530464	8.715400937510001	
14	1999	7.00024279624	9.53417162915	9.11867795364	
14	2000	7.58858548155	9.96623210291	9.831202740370001	
14	2001	7.99118623633	10.2540946409	10.159703094200001	
14	2002	8.44577632024	10.6255556281	10.640570313800001	
14	2003	8.99751534772	11.1072019826	11.2677219856	
14	2004	9.70551012111	11.7536224216	12.1046963886	
14	2005	10.8692156438	12.6031034189	13.2957180524	
14	2006	11.8570647958	14.8865625685	14.551519901699999	
14	2007	13.0734000997	17.589979949	16.018279497600002	
14	2008	14.332468163	20.6749303603	17.711485155200002	
14	2009	15.4026063747	23.8858148996	19.411539401	
14	2010	15.7664680424	27.0556698625	21.8176598822	
14	2011	15.9546458681	27.4615820787	22.4810650428	
14	2012	16.1505983806	27.6355302042	23.0493513527	
14	2013	16.3391365255	27.6385294733	23.5628048985	
14	2014	16.3855696884	27.6459591003	24.2305358049	
14	2015	16.2999674073	27.7973461295	25.238406657400002	
14	2016	15.9644695969	28.1188814449	26.9049520625	
15	1990	0	0	0	
15	1991	0	5.62896189214e-74	2.3689997925200002e-74	
15	1992	0	1.9637440972e-55	8.81260622675e-56	
15	1993	0	8.03061650354e-37	4.01688476934e-37	
15	1994	0.0909431348	3.80485589831e-18	2.1041848719800003e-18	
15	1995	1.25146222475	22.3917527265	12.5576422177	
15	1996	2.33369735695	30.5976073304	17.4211987408	
15	1997	4.26719625803	46.0256627689	24.824713713700003	
15	1998	7.02960221488	69.8988162587	35.5403978801	
15	1999	10.7952176356	107.31602991	51.1393420989	
15	2000	15.870900235	179.861844305	82.81825097790001	
15	2001	22.8409097823	217.448133183	101.985638018	
15	2002	32.4876256914	271.763869438	129.440219891	
15	2003	45.7690578268	339.567024326	165.12151674900002	
15	2004	63.0910466668	424.022237076	211.580414673	
15	2005	84.3245404207	540.904177661	276.41830223200003	
15	2006	108.421887145	561.917037831	308.626839398	
15	2007	135.389325503	572.728711993	340.197204676	
15	2008	161.79689625	595.474686778	380.385556662	
15	2009	184.470860589	619.203510405	425.94137336200004	
15	2010	209.931337636	682.67103539	508.352283989	
15	2011	235.2187329	645.893565972	515.319990446	
15	2012	256.085792327	620.30604416	531.757793525	
15	2013	273.818708716	595.860333545	550.077559733	
15	2014	286.536852153	572.574501014	570.580177425	
15	2015	299.666817732	550.365635516	593.530374014	
15	2016	313.528247449	536.008922689	649.518310863	
16	1990	14.2439882508	60.8681440448	24.610555355400002	
16	1991	17.1865526018	64.0537758121	28.223474859700005	
16	1992	27.803908464	67.7445581576	32.532253496	
16	1993	34.1565125765	71.712742114	37.535857301300005	
16	1994	47.6779053902	76.0717583918	43.3950827313	
16	1995	45.4221719453	82.610092914	51.302106476999995	
16	1996	43.6059837293	77.8302477853	53.294200368800006	
16	1997	45.8979345966	73.8806329888	55.7122053876	
16	1998	49.4973038474	70.4382522752	58.4347655252	
16	1999	55.3016241132	67.4756556211	61.5108694127	
16	2000	73.4548235467	65.264792737	66.2975184174	
16	2001	67.3851506188	62.445772166	56.04141311360001	
16	2002	54.2211098567	60.1179262733	49.54696914070001	
16	2003	38.3611557329	58.0764401396	47.3373755403	
16	2004	36.8600835451	56.3321664228	52.2243661841	
16	2005	35.6059654055	54.9292299867	71.6621533686	
16	2006	36.86010648	53.4575262148	71.49809928250001	
16	2007	33.034907303	52.5297302047	73.0726367756	
16	2008	29.0190441473	51.8986822291	76.26021646619999	
16	2009	28.354496757	51.4931458007	80.71969329500001	
16	2010	30.8455244527	51.5394706506	87.1559525371	
16	2011	31.8607254464	51.2828306471	88.28506766020001	
16	2012	27.8052051365	51.3911065132	90.3890297991	
16	2013	26.4596919194	51.7542976494	93.1920642413	
16	2014	25.9632262647	52.36166605	96.75432408540001	
16	2015	25.2373499276	53.2098924528	101.181655697	
16	2016	24.1292916761	55.086403222	108.48762899200001	
17	1990	108.816904011	199.730060206	52.677250050800005	
17	1991	115.211414539	196.639387615	57.309749075800006	
17	1992	109.097245558	218.401594291	70.1714717222	
17	1993	128.087955427	247.932347064	87.85158962690001	
17	1994	163.169085508	286.712686986	112.26781162100002	
17	1995	170.821754374	347.798557035	160.125232546	
17	1996	165.110092917	374.310113159	170.815704482	
17	1997	186.453921836	426.23168133	194.595018057	
17	1998	180.736490482	499.348796263	228.319231696	
17	1999	230.57791756	599.194798936	274.85535532800003	
17	2000	207.567266708	760.186014056	357.015985068	
17	2001	192.269449753	748.846989796	385.28516329600006	
17	2002	220.776532486	759.319974239	426.191510638	
17	2003	295.924591236	781.57481332	477.156918901	
17	2004	288.044314839	819.72493827	542.327815706	
17	2005	309.474284226	905.57456699	654.131526052	
17	2006	332.787467321	866.205525278	626.4242775970001	
17	2007	369.631103306	855.608363356	628.046884845	
17	2008	386.598514571	860.02928609	652.9534739370001	
17	2009	429.22697118	879.587713888	711.976333887	
17	2010	429.982858228	931.813534595	852.66148089	
17	2011	459.853843145	1012.77780355	880.9901143470001	
17	2012	422.766033305	1127.42823156	935.8718868510001	
17	2013	383.603370506	1272.90991143	1014.09972222	
17	2014	394.420305745	1458.38091493	1121.27854533	
17	2015	378.7653312	1699.88258227	1264.96084533	
17	2016	363.658805049	2052.98138655	1484.6528616800001	
18	1990	129.612561583	1250.72067753	404.78442207300003	
18	1991	158.823656424	1257.61150785	455.392888632	
18	1992	128.911547301	1314.12193267	535.375921788	
18	1993	184.181331603	1383.21240402	635.007191493	
18	1994	202.884119	1469.70166381	761.792359961	
18	1995	226.378767353	1596.03762812	955.0091214079999	
18	1996	187.143224762	1409.35755398	834.1048651030001	
18	1997	96.8319986922	1290.66012252	757.4349224970001	
18	1998	74.0270053572	1190.73416696	694.064152332	
18	1999	73.8988310248	1107.46621391	642.88994637	
18	2000	71.7567345578	1054.236201	1366.16970177	
